response_id,submission_date,age,gender,department,region,tenure_months,engagement_score,nps_score,satisfaction_rating,effort_score,open_feedback
RESP-10705,2026-07-26 00:13:07.906048,,Male,Product,APAC,1,7.1,7,5.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10706,2026-08-05 23:03:07.906048,36.0,Male,Sales,APAC,3,6.1,4,3.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10707,2026-09-14 18:08:07.906048,47.0,Male,Marketing,North America,28,8.1,8,4.0,4,"Support is fine, but response times could be improved."
RESP-10708,2026-08-08 03:16:07.906048,22.0,Male,Sales,North America,14,5.8,4,2.0,7,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10709,2026-09-18 11:56:07.906048,32.0,Male,Customer Support,LATAM,49,5.5,5,5.0,1,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10710,2026-07-03 17:35:07.906048,37.0,Female,Marketing,North America,29,5.6,8,5.0,2,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10711,2026-09-06 12:59:07.906048,18.0,Female,Customer Support,APAC,1,6.1,6,4.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10712,2026-08-04 16:32:07.906048,27.0,Male,Sales,APAC,24,6.5,9,5.0,1,The software platform is exceptionally intuitive and saves our team hours.
RESP-10713,2026-06-22 23:38:07.906048,29.0,Male,Sales,EMEA,3,7.4,10,5.0,3,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10714,2026-09-16 10:35:07.906048,28.0,Male,Sales,LATAM,37,5.1,4,2.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10715,2026-09-15 19:05:07.906048,37.0,Female,Product,North America,115,6.6,5,3.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10716,2026-07-25 10:26:07.906048,34.0,Female,Marketing,North America,19,7.7,8,4.0,5,"Features are acceptable, but pricing seems a bit high for small teams. You can reach my direct desk at +1-555-01816 to discuss."
RESP-10717,2026-09-14 19:31:07.906048,30.0,Female,Product,North America,28,7.7,9,4.0,4,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10718,2026-07-03 15:09:07.906048,40.0,Female,Engineering,EMEA,7,6.3,6,3.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10719,2026-08-21 03:37:07.906048,53.0,Female,Marketing,North America,14,8.5,10,5.0,1,"Fast performance, excellent reliability, and helpful documentation. You can reach my direct desk at +1-555-01819 to discuss."
RESP-10720,2026-07-08 05:08:07.906048,52.0,Male,Product,North America,47,4.8,7,4.0,3,"Support is fine, but response times could be improved."
RESP-10721,2026-07-13 03:20:07.906048,18.0,Female,Engineering,APAC,5,8.9,8,5.0,2,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10722,2026-08-30 01:57:07.906048,41.0,Male,Engineering,LATAM,8,5.8,5,2.0,7,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10723,2026-07-24 21:40:07.906048,34.0,Female,Marketing,North America,15,9.3,10,5.0,1,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10724,2026-06-21 13:58:07.906048,37.0,Male,Customer Support,North America,30,3.2,3,1.0,7,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10725,2026-07-28 05:20:07.906048,32.0,Female,Marketing,LATAM,12,8.2,7,3.0,4,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10726,2026-07-11 11:12:07.906048,37.0,Female,Engineering,North America,64,7.6,7,3.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10727,2026-08-21 10:34:07.906048,37.0,Female,Marketing,North America,3,6.0,6,4.0,2,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10728,2026-07-08 10:35:07.906048,30.0,Non-Binary,Engineering,North America,12,8.0,6,4.0,2,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10729,2026-09-04 17:51:07.906048,27.0,Male,Engineering,EMEA,30,8.6,10,5.0,2,
RESP-10730,2026-07-14 23:30:07.906048,31.0,Female,Engineering,North America,7,6.3,6,2.0,6,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10731,2026-07-26 07:31:07.906048,38.0,Female,Marketing,LATAM,26,5.3,1,2.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10732,2026-07-17 18:20:07.906048,41.0,Male,Customer Support,EMEA,5,6.5,6,3.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10733,2026-08-17 21:27:07.906048,44.0,Female,Customer Support,EMEA,2,2.9,2,1.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10734,2026-06-30 01:05:07.906048,31.0,Female,Sales,North America,4,5.1,8,4.0,3,The interface is standard. A few bugs here and there.
RESP-10735,2026-08-02 23:16:07.906048,38.0,Male,Product,EMEA,64,10.0,9,5.0,3,The software platform is exceptionally intuitive and saves our team hours.
RESP-10736,2026-07-21 01:00:07.906048,45.0,Non-Binary,Sales,EMEA,20,4.5,3,2.0,7,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10737,2026-09-08 12:19:07.906048,47.0,Female,Marketing,APAC,39,8.2,9,5.0,3,The software platform is exceptionally intuitive and saves our team hours.
RESP-10738,2026-06-27 13:09:07.906048,35.0,Female,Sales,APAC,10,5.1,4,2.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10739,2026-09-03 14:43:07.906048,33.0,Male,Sales,EMEA,22,6.8,6,4.0,3,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10740,2026-07-06 00:46:07.906048,37.0,Female,Sales,LATAM,17,7.0,8,4.0,4,"Support is fine, but response times could be improved."
RESP-10741,2026-06-28 21:54:07.906048,24.0,Female,Sales,APAC,70,7.7,6,3.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10742,2026-07-09 03:36:07.906048,34.0,Male,Marketing,APAC,34,6.2,4,3.0,5,Constant downtime and sync errors. Frustrating and unhelpful.
RESP-10743,2026-06-30 04:18:07.906048,43.0,Male,Customer Support,North America,32,8.5,10,5.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10744,2026-08-06 19:54:07.906048,42.0,Female,Engineering,North America,2,6.8,8,5.0,2,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10745,2026-09-17 21:07:07.906048,33.0,Prefer not to say,Product,North America,20,7.7,7,5.0,2,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10746,2026-06-24 00:43:07.906048,38.0,Male,Sales,EMEA,16,6.4,6,3.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10747,2026-08-01 10:37:07.906048,27.0,Female,Customer Support,EMEA,64,3.8,5,2.0,6,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10748,2026-07-25 16:29:07.906048,,Prefer not to say,Product,EMEA,8,6.9,8,5.0,2,"Features are acceptable, but pricing seems a bit high for small teams. Contact me at user848@example.com if you want more details."
RESP-10749,2026-07-21 12:07:07.906048,35.0,Female,Customer Support,APAC,8,5.7,5,4.0,3,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10750,2026-07-20 19:24:07.906048,33.0,Female,Engineering,APAC,13,7.1,8,4.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10751,2026-09-09 11:48:07.906048,32.0,Male,Product,LATAM,7,10.0,9,5.0,1,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10752,2026-06-22 15:34:07.906048,35.0,Female,Customer Support,North America,4,4.2,4,2.0,6,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10753,2026-08-29 16:24:07.906048,31.0,Female,Sales,EMEA,47,7.8,8,5.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10754,2026-07-13 16:55:07.906048,42.0,Female,Engineering,North America,20,9.0,9,4.0,2,The software platform is exceptionally intuitive and saves our team hours.
RESP-10755,2026-07-25 10:30:07.906048,32.0,Female,Marketing,North America,48,6.5,8,5.0,3,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10756,2026-07-28 18:06:07.906048,51.0,Male,Customer Support,North America,43,4.2,5,4.0,4,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10757,2026-07-18 08:48:07.906048,50.0,Male,Customer Support,North America,8,4.3,2,3.0,4,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10758,2026-06-29 08:40:07.906048,27.0,Prefer not to say,Product,EMEA,20,6.5,4,2.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10759,2026-07-01 05:32:07.906048,36.0,Female,Marketing,APAC,3,3.8,3,2.0,6,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10760,2026-07-17 18:32:07.906048,29.0,Female,Engineering,North America,60,6.2,9,4.0,4,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10761,2026-09-02 21:41:07.906048,32.0,Female,Sales,APAC,13,3.8,3,3.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10762,2026-07-03 01:22:07.906048,56.0,Female,Engineering,EMEA,13,9.7,9,5.0,1,The software platform is exceptionally intuitive and saves our team hours.
RESP-10763,2026-08-26 18:41:07.906048,32.0,Female,Marketing,North America,9,7.4,7,5.0,2,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10764,2026-07-16 22:32:07.906048,39.0,Male,Engineering,EMEA,15,8.9,8,5.0,3,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10765,2026-09-08 10:52:07.906048,41.0,Male,Customer Support,North America,7,6.4,7,4.0,4,The interface is standard. A few bugs here and there.
RESP-10766,2026-07-29 11:46:07.906048,25.0,Non-Binary,Marketing,EMEA,12,6.8,9,4.0,3,The software platform is exceptionally intuitive and saves our team hours.
RESP-10767,2026-07-06 09:30:07.906048,27.0,Female,Product,EMEA,39,9.5,10,5.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10768,2026-09-17 16:00:07.906048,23.0,Male,Sales,North America,44,5.1,4,2.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10769,2026-07-06 20:06:07.906048,27.0,Female,Marketing,North America,9,6.7,10,5.0,2,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10770,2026-08-11 00:38:07.906048,18.0,Female,Engineering,EMEA,16,8.8,9,5.0,3,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10771,2026-08-11 04:14:07.906048,41.0,Male,Marketing,LATAM,50,4.5,4,2.0,6,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10772,2026-07-24 11:51:07.906048,56.0,Male,Engineering,North America,2,10.0,10,5.0,1,"Fast performance, excellent reliability, and helpful documentation."
RESP-10773,2026-09-14 13:47:07.906048,37.0,Female,Sales,APAC,53,6.0,5,3.0,5,The UI update makes navigation horrible. Features crash constantly on Chrome.
RESP-10774,2026-09-04 21:21:07.906048,21.0,Female,Marketing,EMEA,6,6.7,9,4.0,4,"Fast performance, excellent reliability, and helpful documentation."
RESP-10775,2026-09-03 14:59:07.906048,29.0,Female,Engineering,LATAM,28,9.6,8,5.0,2,The interface is standard. A few bugs here and there.
RESP-10776,2026-09-16 14:45:07.906048,31.0,Male,Engineering,APAC,21,9.1,10,5.0,1,The software platform is exceptionally intuitive and saves our team hours.
RESP-10777,2026-08-01 01:56:07.906048,25.0,Female,Marketing,EMEA,20,6.6,7,4.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10778,2026-06-29 16:30:07.906048,44.0,Prefer not to say,Marketing,EMEA,48,6.7,9,4.0,4,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10779,2026-08-28 19:58:07.906048,44.0,Female,Customer Support,APAC,3,3.2,6,4.0,4,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10780,2026-07-25 05:08:07.906048,24.0,Female,Customer Support,North America,11,4.7,3,3.0,4,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10781,2026-07-08 01:43:07.906048,43.0,Male,Customer Support,North America,19,6.3,8,4.0,2,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10782,2026-08-03 10:23:07.906048,51.0,Male,Sales,North America,41,6.7,5,4.0,1,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10783,2026-09-12 06:08:07.906048,55.0,Female,Sales,APAC,6,7.8,6,2.0,5,Customer service takes 4 days to reply. We are considering switching providers.
RESP-10784,2026-07-06 08:42:07.906048,64.0,Male,Engineering,APAC,39,7.5,6,4.0,3,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10785,2026-09-05 07:46:07.906048,26.0,Male,Product,North America,13,5.2,6,4.0,4,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10786,2026-07-28 13:54:07.906048,64.0,Male,Customer Support,EMEA,6,7.1,7,4.0,5,"Support is fine, but response times could be improved."
RESP-10787,2026-07-03 06:04:07.906048,32.0,Male,Sales,EMEA,35,8.2,8,4.0,3,"The application works fine, but performance slows down occasionally during peak hours."
RESP-10788,2026-09-05 07:05:07.906048,,Male,Sales,North America,3,7.3,8,5.0,1,"Features are acceptable, but pricing seems a bit high for small teams."
RESP-10789,2026-09-16 04:57:07.906048,39.0,Male,Product,LATAM,18,7.1,8,5.0,1,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10790,2026-07-17 03:43:07.906048,30.0,Male,Engineering,North America,2,9.3,10,4.0,2,Customer support was very responsive and resolved my billing issue in 10 minutes.
RESP-10791,2026-07-18 06:13:07.906048,39.0,Female,Customer Support,North America,11,10.0,10,5.0,2,"Fast performance, excellent reliability, and helpful documentation. Contact me at user891@example.com if you want more details."
RESP-10792,2026-07-26 02:09:07.906048,22.0,Female,Customer Support,EMEA,23,5.7,8,4.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10793,2026-09-02 05:06:07.906048,33.0,Female,Customer Support,APAC,20,3.5,3,1.0,7,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10794,2026-06-21 21:05:07.906048,48.0,Female,Engineering,North America,13,6.8,6,4.0,3,Constant downtime and sync errors. Frustrating and unhelpful. You can reach my direct desk at +1-555-01894 to discuss.
RESP-10795,2026-07-11 02:19:07.906048,35.0,Female,Product,EMEA,14,8.2,9,4.0,4,"Fast performance, excellent reliability, and helpful documentation."
RESP-10796,2026-08-23 11:19:07.906048,37.0,Non-Binary,Product,EMEA,7,4.9,3,1.0,7,Terrible experience. Pricing increased without notice and the software is laggy.
RESP-10797,2026-07-27 10:45:07.906048,40.0,Female,Customer Support,North America,15,5.8,5,3.0,5,Billing is a nightmare. I was overcharged twice and customer support was completely unresponsive.
RESP-10798,2026-07-20 16:01:07.906048,47.0,Female,Customer Support,North America,74,6.1,8,4.0,3,The interface is standard. A few bugs here and there.
RESP-10799,2026-09-07 10:42:07.906048,19.0,Male,Product,EMEA,46,9.6,9,5.0,3,Great UI and clean design. Very satisfied with recent feature releases.
RESP-10800,2026-09-11 12:01:07.906048,41.0,Female,Marketing,North America,4,8.5,7,4.0,3,"Average experience overall. Does what it promises, nothing more, nothing less."
RESP-10801,2026-09-14 06:14:07.906048,33.0,Female,Engineering,LATAM,1,9.0,7,5.0,2,"The application works fine, but performance slows down occasionally during peak hours."
